Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
05/05/2016,"70 CURRAGH WOODS, FRANKFIELD, CORK",Cork,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2016,"2 THE MAPLES, BETTYSTOWN, MEATH",Meath,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2016,"3, the lawn, bawnboy",Cavan,,"€42,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
09/09/2016,"9 MEADOW PARK, MONAMOLIN, GOREY",Wexford,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2016,"APARTMENT 13, NEPTUNE HOUSE, CANADA SQUARE",Waterford,,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"KNOX ST WEST, BALLYHAUNIS, MAYO",Mayo,,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"ARDBOHILL, EDGEWORTHSTOWN, LONGFORD",Longford,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2016,"43 TERENURE PARK, TERENURE, DUBLIN 6W",Dublin,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2016,"37 KINVARA AVE, BALLYVOLANE, CORK",Cork,,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2016,"1 Olive Crescent, Fruithill Manor, Graiguecullen",Laois,,"€127,753.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/08/2016,"APT 8, LINDEN COURT, LINDEN GROVE AVE BLACKROCK",Dublin,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2016,"38 BALLYGOSSAN PARK, THE LINKS, SKERRIES",Dublin,,"€277,533.03",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/06/2016,"3 THE BRAMBLES, HUNTSFIELD, DOORADOYLE",Limerick,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"80 GANDON HALL, LOWER GARDINER ST, DUBLIN 1",Dublin,,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2016,"2 CORBAWN COURT, SHANKILL, DUBLIN",Dublin,,"€522,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2016,"26 WELLESLEY MANOR, NEWBRIDGE, KILDARE",Kildare,,"€249,950.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"77 Quignalecka, Sligo Road, Ballina",Mayo,,"€136,564.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/07/2016,"27 Drury Mills, Saggart, County Dublin",Dublin,,"€264,317.18",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/08/2016,"15 NEW ROW PLACE, NEW ROW SOUTH, DUBLIN 2",Dublin,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2016,"124 FURRY PARK RD, KILLESTER, DUBLIN 5",Dublin,,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2016,"11 Lisheen Woods, Ovens, Co. Cork",Cork,,"€345,814.98",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
24/02/2016,"18 Grange Park, Baldoyle",Dublin,,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"7 THE AVENUE, CYPRESS DOWNS, TEMPLEOGUE DUBLIN 6W",Dublin,,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"247 Beechpark, Leixlip",Kildare,,"€273,127.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
28/07/2016,"102 CLUAIN DARA, CLONARD, WEXFORD",Wexford,,"€145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/04/2016,"Winthorpe, Claremont Road, Foxrock",Dublin,,"€1,539,427.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/01/2016,"65 COLLEGE PARK, NEWBRIDGE, KILDARE",Kildare,,"€166,666.66",No,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"16 Sundayswell, Bracken Park, Carpenterstown Road",Dublin,,"€286,343.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/10/2016,"OAK LODGE, GARRETTSTOWN, KINSALE",Cork,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2016,"APT 1 BLOCK 4, ROCKSHIRE HOUSE, FERRYBANK",Kilkenny,,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2016,"10 GLENBROOK, OLD SINGLAND RD, LIMERICK",Limerick,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2016,"25 OLAF RD, DUBLIN 7, DUBLIN",Dublin,,"€179,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2016,"11 Gort na Duin, Oranhill, Oranmore",Galway,,"€237,005.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/06/2016,"29 SEAMOUNT, SALTHILL, GALWAY",Galway,,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2016,"COTTAGE, SANDYLANE, BOHER",Limerick,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2016,"3C CHERRYDALE COURT, DUBLIN RD, LIMERICK",Limerick,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2016,"1A BEECH HILL AVE, DONNYBROOK, DUBLIN 4",Dublin,,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2016,"29 LABURNAM DR, TERMON ABBEY, DROGHEDA",Louth,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2016,"111 Seabury Lawns, Mornington",Meath,,"€214,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/03/2016,"64 GILMARTIN ROAD, TUAM, CO GALWAY",Galway,,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2016,"BAHAGHS, CAHERSIVEEN, CO KERRY",Kerry,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2016,"IVY COTTAGE, MAIN ST, RINGASKIDDY",Cork,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2016,"4 RAILWAY LANE, ATHBOY, MEATH",Meath,,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2016,"KILAWALLA, WESTPORT, MAYO",Mayo,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2016,"44 BALREASK MANOR, TRIM RD, NAVAN",Meath,,"€318,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2016,"16 CASTLEVIEW, ARDFINNAN, CLONMEL",Tipperary,,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2016,"2 GLANDORE MEWS, GLANDORE, CO. CORK",Cork,,"€151,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2016,"59 MORANS TERRACE, DROGHEDA, LOUTH",Louth,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2016,"5 LINDEN PLACE, GROVE AVE, BLACKROCK",Dublin,,"€692,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2016,"62 HORIZON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15",Dublin,,"€158,590.31",No,No,Second-Hand Dwelling house /Apartment,
23/05/2016,"NEWRATH, RATHNEW, CO WICKLOW",Wicklow,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2016,"CLODAGH, DRIMOLEAGUE, WEST CORK",Cork,,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2016,"51 THE OAKS, LISCREAGH, MURROE",Limerick,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2016,"3 PARK COURT, GRANGERATH, DROGHEDA",Meath,,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"2 LINDSAY RD, GLASNEVIN, DUBLIN 9",Dublin,,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2016,"DERRARTAN, ISLANDEADY, CASTLEBAR",Mayo,,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"48 ATLANTIC COAST, TRAMORE, WATERFORD",Waterford,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2016,"17 MOUNT AUBURN, BRYANSTOWN, DUBLIN RD",Louth,,"€413,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2016,"12B LAKESIDE PARK, LOUGHREA, CO. GALWAY",Galway,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2016,"20 COOLCOTTS COURT, COOLCOTTS, WEXFORD",Wexford,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2016,"250 Oldbridge Station, Oberstown, Naas",Kildare,,"€255,460.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/02/2016,"39 LIOS NA SI, PORTUMNA",Galway,,"€115,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/06/2016,"86The Paddocks Drive West, Lucan",Dublin,,"€255,506.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
19/08/2016,"51 FOUNTAIN HILL, MELL, DROGHEDA",Louth,,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2016,"LORETO, CLARA ROAD, TULLAMORE",Offaly,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2016,"12 CALDERWOOD RD, DRUMCONDRA, DUBLIN",Dublin,,"€810,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"DEERPARK LODGE, BUNRATTY, SIXMILEBRIDGE",Clare,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"127 SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7",Dublin,,"€521,600.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2016,"33 CARLINN HALL, MULLAHARLIN ROAD, DUNDALK",Louth,,"€264,317.17",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/10/2016,"66 GLOUCHESTER SQ, RAILWAY ST, DUBLIN",Dublin,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2016,"ALANWOOD SOUTH, NAAS, KILDARE",Kildare,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2016,"LEWISTOWN, NAAS, CO. KILDARE",Kildare,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2016,"36 CAHERNANE MEADOWS, MUCKROSS RD, KILLARNEY",Kerry,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2016,"10 HIGH ST, BALLYRAGGET, KILKENNY",Kilkenny,,"€145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/09/2016,"DUNMUIRE, SEAFIELD AVE, MONKSTOWN",Dublin,,"€1,650,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"25 Thorndale, Delgany, Wicklow",Wicklow,,"€418,502.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
27/10/2016,"24 CHARNWOOD GREEN, CLONSILLA, DUBLIN 15",Dublin,,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2016,"LISTHOMASROE, BALLINTUBBER, CASTLEREA",Roscommon,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2016,"37 CHARLESTON RD, RANELAGH, DUBLIN 6",Dublin,,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"NEWTOWN TINAHEALY, WICKLOW",Wicklow,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"HILLCREST, MILFORD, DONEGAL",Donegal,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2016,"KNOCKNABOLA, FOYNES, CO LIMERICK",Limerick,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2016,"94 FOXFIELD, CARRICKMACROSS, MONAGHAN",Monaghan,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2016,"TROMATY, QUIGLEYS POINT, LIFFORD",Donegal,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2016,"EAST VIEW, PALLAS HILL, DROMBANE",Tipperary,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"B6 30 GROSVENOR SQ, RATHMINES, DUBLIN 6",Dublin,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2016,"11 CHESTERFIELD CLOSE, CASTLEKNOCK, DUBLIN 15",Dublin,,"€860,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2016,"APARTMENT 329 MALAHIDE MARINA, MALAHIDE, DUBILN",Dublin,,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2016,"RATHMORE BALLINCARROW, SLIGO",Sligo,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2016,"SANTORINI, 15 STRAND RD, PORTMARNOCK",Dublin,,"€602,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2016,"42 PRIORY LODGE, SHEETLAND ROAD, TERMONFECKIN",Louth,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2016,"43 ABBEY RD, MONKSTOWN, DUBLIN",Dublin,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2016,"4 Cuilin, Roundstone",Galway,,"€330,396.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/08/2016,"BALLINTOMBAY, GREENANE, RATHDRUM",Wicklow,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2016,"19 CHESTERFIELD GROVE, CASTLETROY VIEW, LIMERICK",Limerick,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2016,"6 MAPLE CT, RAKEEVAN, BAILIEBOROUGH",Cavan,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"24 BRIDGE ST, BELTURBET, CAVAN",Cavan,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"135 The Links, Elm Park, Merrion Road",Dublin,,"€167,117.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2016,"39 CHURCH VIEW, BASTION COURT, CONNAUGHT ST",Westmeath,,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"CLUAIN ARD, BALLYKNOCKANE, MOURNE ABBEY MALLOW",Cork,,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"6 CHRISTENDOM MEWS, FERRYBANK, WATERFORD",Kilkenny,,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2016,"43 QUARRYVALE, MOUNTHAWK, TRALEE",Kerry,,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2016,"20 THE ESTUARY, INNISCRONE, SLIGO",Sligo,,"€103,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2016,"CHAPEL ST, TALLOW, WATERFORD",Waterford,,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2016,"2 RYEBRIDGE AVENUE, KILCOCK",Kildare,,"€246,697.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/09/2016,"CURRAGH GRANGE HOUSE, GREEN ROAD, THE CURRAGH",Kildare,,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2016,"22 FATIMA DR, DUNDALK, LOUTH",Louth,,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2016,"ST GABRIELS, LAYTOWN, MEATH",Meath,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2016,"KNIGHTSTOWN, MOUNTMELLICK, LAOIS",Laois,,"€169,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2016,"6 CLUAIN MUILLEAN, TYONE, NENAGH",Tipperary,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2016,"16 WILLOW BROOK, TEMPLERS HALL, WATERFORD",Waterford,,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2016,"1 ROCKFIELD SCHOOL, FAHA, KILLARNEY",Kerry,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2016,"67 THE WATER RILL, WATERSIDE, SWORDS RD",Dublin,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2016,"C70 BRUACH NA SIONANA, SHANNON, CLARE",Clare,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2016,"STATION ROAD, MILLSTREET, CO CORK",Cork,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2016,"45 AN CAISLEAN, BALLINCOLLIG, CORK",Cork,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"LOWER SHORE ROAD, DRUMULLAGH, OMETH",Louth,,"€64,935.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2016,"BELLROCK LODGE, LOUGHAGANNON, LETTERKENNY",Donegal,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"64 ST JAMES CRESCENT, MERVUE, GALWAY",Galway,,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2016,"27 DARGAN LAWNS, BURRIN RD, CARLOW",Carlow,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2016,"122 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin,,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2016,"54 RIVERRUN, LOUGH DOOLEY, BELTURBET",Cavan,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2016,"SHANRATH, WOLFHILL, LAOIS",Laois,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2016,"94 RATHFARNHAM WOOD, RATHFARNHAM, DUBLIN 14",Dublin,,"€930,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2016,"3 Castleview Walk, Artane",Dublin,,"€348,017.62",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/08/2016,"KNOCKANE, OVENS, CORK",Cork,,"€321,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"RIVENDELL, KNOCKAVILLIA, DUNDRUM",Tipperary,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2016,"70 CORNMILL PARK, BALLYMOTE, CO SLIGO",Sligo,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2016,"4 THE CORNMILL, WILLIAM ST, ARDEE",Louth,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2016,"422 RICHMOND AVE, DARTRY, DUBLIN 6",Dublin,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2016,"15 GROSVENOR HOUSE, GROSVENOR TERRACE, MONKSTOWN",Dublin,,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2016,"21 CASTLE GREEN AVE, CLONMEL RD, CASHEL",Tipperary,,"€57,268.72",No,No,Second-Hand Dwelling house /Apartment,
05/02/2016,"APT 12, 2 GARDINER PLACE, DUBLIN 1",Dublin,,"€23,572.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2016,"25 TRAVERSLEA WOODS, LOWER GLENAGEARY RD, DUBLIN",Dublin,,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2016,"84 MOUNT ANVILLE WOOD, GOATSTOWN, DUBLIN 14",Dublin,,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2016,"1 Glebe Hill, Brackenstown, Swords",Dublin,,"€550,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/12/2016,"58 GLASLYN, HOWTH RD, DUBLIN",Dublin,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2016,"QUAYSIDE, MOVILLE, DONEGAL",Donegal,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"11 MILLTOWN DR, CHURCHTOWN, DUBLIN 14",Dublin,,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2016,"9 ROSEHILL, O CALLAGHANS STRAND, LIMMERICK CITY",Limerick,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2016,"33 CARN GLAS WAY, GRACEDIEU, WATERFORD CITY",Waterford,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2016,"87 THE WATER RILL, WATERSIDE, SWORDS RD",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2016,"54 WESTCOURT, CALLAN, DEMESNE",Kilkenny,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2016,"411 MAHON HOUSE, UPPER WILLIAM ST, LIMERICK CITY",Limerick,,"€54,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2016,"ATLANTIC VIEW, KILKEE, CLARE",Clare,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2016,"45 THE PAVILLION, MARINE ROAD, DUN LAOGHAIRE",Dublin,,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2016,"90 WHITEFIELDS, PORTARLINGTON, LAOIS",Laois,,"€153,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2016,"1 CONSIDINE TERRACE, ENNIS, CO CLARE",Clare,,"€64,800.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2016,"20 CUL NA GREINE, NEWTOWN EAST, BANTRY",Cork,,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2016,"33 FERNLEIGH GROVE, DISWELLSTOWN RD, CASLEKNOCK DUBLIN 15",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2016,"DOOMORE, TUBBERCURRY, SLIGO",Sligo,,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2016,"Site 1, Gerards Way, Malin Rd  Carndonagh",Donegal,,"€12,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/03/2016,"51 WELWYN RD, MARYBOROUGH WOODS, DOUGLAS",Cork,,"€216,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2016,"ASKINGARRON, COURTOWN, GOREY",Wexford,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"15 Hazelwood Green, Hzelwood, Hazelhatch Road",Kildare,,"€317,180.61",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/12/2016,"11 THE SHORES, LEATHERDAN, MAYO",Mayo,,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2016,"13 ANNFIELD LAWN, CASTLEKNOCK, DUBLIN 15",Dublin,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2016,"NO 2 AUBREY, QUINS ROAD, SHANKILL",Dublin,,"€123,250.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2016,"22 WATSON DR, KILLINEY, DUBLIN",Dublin,,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"FLAT 3(OVER BARBERS), MAIN STREET, KILTIMAGH",Mayo,,"€16,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2016,"4 PARK ROAD, NAVAN ROAD, DUBLIN 7",Dublin,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2016,"70 Cill Beg Manor, Stradbally, Co. Laois",Laois,,"€140,969.16",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/12/2016,"1 GROVE COURT, NAAS RD, DUBLIN 12",Dublin,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2016,"27 MEADOW BROOK, MOUNTAIN ROAD, TUBBERCURRY",Sligo,,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2016,"94 BURGAGE MANOR, BLESSINGTON, WICKLOW",Wicklow,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2016,"ARCADIA, COOSAN POINT RD, ATHLONE",Westmeath,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2016,"Glen Cuimin, Cloghmoyle, Shinrone",Offaly,,"€51,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/01/2016,"27 WOODVILLE MANOR, DUNDALK, LOUTH",Louth,,"€122,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/11/2016,"429 TIRELLAN HEIGHTS, HEADFORD RD, GALWAY",Galway,,"€199,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2016,"6 RAHAN RD, TULLAMORE, OFFALY",Offaly,,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"68 THE GREEN, KILMINEHY, PORTLAOISE",Laois,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2016,"130 CLONTARF RD, DUBLIN 3, DUBLIN",Dublin,,"€960,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2016,"FILEMUCK COVE, BALLYDEHOB, CO CORK",Cork,,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2016,"16 WOODLAWN OLD RD, CASHEL, TIPPERARY",Tipperary,,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
