Address,County,Not Full Market Price,VAT Exclusive,row_id,"Price(1,000 €)",year,quarter,year_norm,is_new_property
"CURRAGH GRANGE HOUSE, GREEN ROAD, THE CURRAGH",Kildare,0,0,289,900.0,2016,3,0,0
"22 FATIMA DR, DUNDALK, LOUTH",Louth,0,0,290,87.0,2016,3,0,0
"ST GABRIELS, LAYTOWN, MEATH",Meath,0,0,291,450.0,2016,2,0,0
"KNIGHTSTOWN, MOUNTMELLICK, LAOIS",Laois,0,0,292,169.0,2016,2,0,0
"6 CLUAIN MUILLEAN, TYONE, NENAGH",Tipperary,0,0,293,180.0,2016,4,0,0
"16 WILLOW BROOK, TEMPLERS HALL, WATERFORD",Waterford,0,0,294,97.5,2016,1,0,0
"1 ROCKFIELD SCHOOL, FAHA, KILLARNEY",Kerry,0,0,295,135.0,2016,3,0,0
"67 THE WATER RILL, WATERSIDE, SWORDS RD",Dublin,0,0,296,295.0,2016,1,0,0
"C70 BRUACH NA SIONANA, SHANNON, CLARE",Clare,0,0,297,95.0,2016,3,0,0
"45 AN CAISLEAN, BALLINCOLLIG, CORK",Cork,0,0,299,200.0,2016,3,0,0
"LOWER SHORE ROAD, DRUMULLAGH, OMETH",Louth,0,0,300,64.94,2016,1,0,0
"BELLROCK LODGE, LOUGHAGANNON, LETTERKENNY",Donegal,0,0,301,190.0,2016,2,0,0
"64 ST JAMES CRESCENT, MERVUE, GALWAY",Galway,0,0,302,173.0,2016,4,0,0
"27 DARGAN LAWNS, BURRIN RD, CARLOW",Carlow,0,0,303,125.0,2016,3,0,0
"122 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin,0,0,304,308.0,2016,3,0,0
"54 RIVERRUN, LOUGH DOOLEY, BELTURBET",Cavan,0,0,305,95.0,2016,4,0,0
"94 RATHFARNHAM WOOD, RATHFARNHAM, DUBLIN 14",Dublin,0,0,307,930.0,2016,3,0,0
"3 Castleview Walk, Artane",Dublin,0,1,308,348.02,2016,1,0,1
"KNOCKANE, OVENS, CORK",Cork,0,0,309,321.5,2016,3,0,0
"RIVENDELL, KNOCKAVILLIA, DUNDRUM",Tipperary,0,0,310,145.0,2016,4,0,0
"4 THE CORNMILL, WILLIAM ST, ARDEE",Louth,0,0,312,140.0,2016,3,0,0
"422 RICHMOND AVE, DARTRY, DUBLIN 6",Dublin,0,0,313,370.0,2016,3,0,0
"15 GROSVENOR HOUSE, GROSVENOR TERRACE, MONKSTOWN",Dublin,0,0,314,365.0,2016,2,0,0
"21 CASTLE GREEN AVE, CLONMEL RD, CASHEL",Tipperary,0,0,315,57.27,2016,3,0,0
"25 TRAVERSLEA WOODS, LOWER GLENAGEARY RD, DUBLIN",Dublin,0,0,317,480.0,2016,1,0,0
"84 MOUNT ANVILLE WOOD, GOATSTOWN, DUBLIN 14",Dublin,0,0,318,725.0,2016,3,0,0
"1 Glebe Hill, Brackenstown, Swords",Dublin,0,1,319,550.0,2016,1,0,1
"58 GLASLYN, HOWTH RD, DUBLIN",Dublin,0,0,320,285.0,2016,4,0,0
"QUAYSIDE, MOVILLE, DONEGAL",Donegal,0,0,321,100.0,2016,1,0,0
"9 ROSEHILL, O CALLAGHANS STRAND, LIMMERICK CITY",Limerick,0,0,323,175.0,2016,1,0,0
"33 CARN GLAS WAY, GRACEDIEU, WATERFORD CITY",Waterford,0,0,324,130.0,2016,4,0,0
"87 THE WATER RILL, WATERSIDE, SWORDS RD",Dublin,0,0,325,310.0,2016,2,0,0
"54 WESTCOURT, CALLAN, DEMESNE",Kilkenny,0,0,326,145.0,2016,3,0,0
"ATLANTIC VIEW, KILKEE, CLARE",Clare,0,0,328,120.0,2016,2,0,0
"45 THE PAVILLION, MARINE ROAD, DUN LAOGHAIRE",Dublin,0,0,329,900.0,2016,4,0,0
"90 WHITEFIELDS, PORTARLINGTON, LAOIS",Laois,0,0,330,153.5,2016,3,0,0
"1 CONSIDINE TERRACE, ENNIS, CO CLARE",Clare,0,0,331,64.8,2016,1,0,0
"20 CUL NA GREINE, NEWTOWN EAST, BANTRY",Cork,0,0,332,197.0,2016,4,0,0
"33 FERNLEIGH GROVE, DISWELLSTOWN RD, CASLEKNOCK DUBLIN 15",Dublin,0,0,333,225.0,2016,3,0,0
"51 WELWYN RD, MARYBOROUGH WOODS, DOUGLAS",Cork,0,0,336,216.5,2016,1,0,0
"ASKINGARRON, COURTOWN, GOREY",Wexford,0,0,337,110.0,2016,1,0,0
"15 Hazelwood Green, Hzelwood, Hazelhatch Road",Kildare,0,1,338,317.18,2016,2,0,1
"11 THE SHORES, LEATHERDAN, MAYO",Mayo,0,0,339,77.0,2016,4,0,0
"13 ANNFIELD LAWN, CASTLEKNOCK, DUBLIN 15",Dublin,0,0,340,275.0,2016,1,0,0
"NO 2 AUBREY, QUINS ROAD, SHANKILL",Dublin,0,0,341,123.25,2016,3,0,0
"22 WATSON DR, KILLINEY, DUBLIN",Dublin,0,0,342,525.0,2016,3,0,0
"4 PARK ROAD, NAVAN ROAD, DUBLIN 7",Dublin,0,0,344,285.0,2016,1,0,0
"70 Cill Beg Manor, Stradbally, Co. Laois",Laois,0,0,345,140.97,2016,2,0,1
"1 GROVE COURT, NAAS RD, DUBLIN 12",Dublin,0,0,346,285.0,2016,4,0,0
"94 BURGAGE MANOR, BLESSINGTON, WICKLOW",Wicklow,0,0,348,295.0,2016,3,0,0
"ARCADIA, COOSAN POINT RD, ATHLONE",Westmeath,0,0,349,170.0,2016,4,0,0
"27 WOODVILLE MANOR, DUNDALK, LOUTH",Louth,1,0,351,122.5,2016,1,0,0
"429 TIRELLAN HEIGHTS, HEADFORD RD, GALWAY",Galway,0,0,352,199.0,2016,4,0,0
"6 RAHAN RD, TULLAMORE, OFFALY",Offaly,0,0,353,196.0,2016,4,0,0
"68 THE GREEN, KILMINEHY, PORTLAOISE",Laois,0,0,354,120.0,2016,1,0,0
"130 CLONTARF RD, DUBLIN 3, DUBLIN",Dublin,0,0,355,960.0,2016,3,0,0
"FILEMUCK COVE, BALLYDEHOB, CO CORK",Cork,0,0,356,460.0,2016,2,0,0
"16 WOODLAWN OLD RD, CASHEL, TIPPERARY",Tipperary,0,0,357,154.0,2016,2,0,0
"4 MONASTERY RD, CLONDALKIN, DUBLIN 22",Dublin,0,0,358,415.0,2016,3,0,0
"SHANDON, CARRICKBRACK RD, SUTTON DUBLIN 13",Dublin,0,0,359,875.0,2016,4,0,0
"62 COLUMBANUS ROAD, MILLTOWN, DUBLIN 14",Dublin,0,0,360,405.0,2016,3,0,0
"33 OAKWOOD DRIVE, SIXMILEBRIDGE, CLARE",Clare,0,0,361,185.0,2016,2,0,0
"COPPERFIELD VIEW, CLONEY, ATHY",Kildare,0,0,362,215.0,2016,3,0,0
"43 LIFFEY PARK, LUCAN, DUBLIN",Dublin,0,0,363,235.0,2016,1,0,0
"20 SPRINGFIELD, CAVAN",Cavan,0,0,364,70.0,2016,3,0,0
"18 MELEDON GREEN, FARMLEIGH GRANTSTOWN, WATERFORD",Waterford,0,0,365,170.0,2016,4,0,0
"3 ORLAGH WAY, TEMPLEOGUE, DUBLIN 6",Dublin,0,0,366,395.0,2016,3,0,0
"MOUNTRATH RD, ABBEYLEIX, LAOIS",Laois,0,0,368,107.0,2016,4,0,0
"17 THE WILLIAM BLIGH, THE GASWORKS, BARROW ST DUBLIN 4",Dublin,0,0,369,323.0,2016,4,0,0
"83 SUGARLOAF CRESCENT, BRAY, WICKLOW",Wicklow,0,0,370,227.0,2016,1,0,0
"3 PIERCE COURT, PAUL QUAY, WEXFORD",Wexford,0,0,371,121.0,2016,2,0,0
"20 LEICNIN VILLAGE, TURLOUGH, CASTLEBAR",Mayo,0,0,372,205.0,2016,2,0,0
"KILMACOMB, WOODSTOWN, WATERFORD",Waterford,0,0,373,140.0,2016,3,0,0
"63 Rokeby Park, Lucan, County Dublin",Dublin,0,1,374,669.6,2016,1,0,1
"CLASHANURE OVENS, CORK",Cork,0,0,375,410.0,2016,2,0,0
"APT 38 BALLINTYRE, DEMESNE, BALLINTYRE HALL BALLINTEER",Dublin,0,0,376,327.0,2016,1,0,0
"NO 7 WOODVALE, ROSSYLONGAN, DONEGAL TOWN",Donegal,0,0,377,192.0,2016,1,0,0
"15 ORPEN RISE, STILLORGAN GROVE, STILLORGAN",Dublin,0,0,378,415.0,2016,1,0,0
"12 MILLBOURNE AVE, DRUMCONDRA, DUBLIN 9",Dublin,0,0,379,280.0,2016,3,0,0
"80 The Bay, Elm Park, Merrion Road",Dublin,0,0,380,130.11,2016,1,0,0
"MAAS ROAD, TULLYCLEAVE, ARDARA",Donegal,1,0,381,121.0,2016,4,0,0
"81 KYLEMORE AVE, BALLYFERMOT, DUBLIN 10",Dublin,0,0,382,176.5,2016,4,0,0
"182 Evanwood, Golf Links Road, Castletroy",Limerick,0,0,384,239.5,2016,1,0,0
"80 CORISH PARK, WEXFORD",Wexford,1,0,385,145.0,2016,3,0,0
"3 LINDSAY MEWS, ASHBOURNE, MEATH",Meath,0,0,386,128.0,2016,2,0,0
"MILESTOWN, CASTLEBELLINGHAM, CO.LOUTH",Louth,0,0,387,90.0,2016,4,0,0
"16 IKERRIN COURT, THURLES, TIPPERARY",Tipperary,0,0,388,150.0,2016,4,0,0
"9 CLARE RD, DRUMCONDRA, DUBLIN 9",Dublin,0,0,389,720.0,2016,1,0,0
"8 THE VILLAGE, CLARION RD, BALLYTIVNAN",Sligo,0,0,390,66.0,2016,4,0,0
"3 TULLAHILL GROVE, TULLAHILL, LOUGHREA",Galway,0,0,391,175.0,2016,2,0,0
"50 DANGAN HEIGHTS, DANGAN, GALWAY",Galway,0,0,392,230.0,2016,4,0,0
"15 CLUAIN NA FIADH, Lispole",Kerry,1,1,393,145.0,2016,4,0,1
"2 GLENDALE GROVE, GLASHEEN RD, CORK",Cork,0,0,394,280.0,2016,3,0,0
"APT 410, HARVEYS QUAY, LIMERICK",Limerick,0,0,397,70.0,2016,4,0,0
"4 The Tanager, Barnageeragh Cove, Skerries",Dublin,0,1,398,409.69,2016,3,0,1
"20 Olive Crescent, Fruithill Manor, Graiguecullen",Laois,0,1,399,110.13,2016,4,0,1
"90 WOODGROVE, BALLYFIN RD, PORTLAOISE",Laois,0,0,400,150.0,2016,3,0,0
"APT 76 BLOCK D, SIMMONSTOWN MANOR, CELBRIDGE",Kildare,0,0,401,180.0,2016,4,0,0
"11 ABBEY DR, RIVERSTON ABBEY, NAVAN RD DUBLIN 7",Dublin,0,0,403,405.0,2016,1,0,0
"3 CARROWBANE, BOYLE RD, FRENCHPARK",Roscommon,0,0,404,100.0,2016,3,0,0
"29 ROSEVALE, CASTLEBLAYNEY, MONAGHAN",Monaghan,0,0,405,133.0,2016,1,0,0
"44 Ferns Green, Ferns Bridge, Monasterevin",Kildare,0,1,406,215.0,2016,3,0,1
"17 EDENHILL, THE LOAKERS, BLACKROCK RD",Louth,0,0,407,120.0,2016,2,0,0
"6 CRANMORE VILLAS, SLIGO, SLIGO",Sligo,0,0,408,66.0,2016,2,0,0
"29 an pairc, gneeveguilla, rathmore",Kerry,0,1,410,105.69,2016,4,0,1
"2 GRANGE MEWS, GRANGE PARK, WATERFORD",Waterford,0,0,411,200.0,2016,2,0,0
"9 CALDERWOOD AVE, DRUMCONDRA, DUBLIN 9",Dublin,0,0,412,530.0,2016,3,0,0
"MACMINE, BREE, ENNISCORTHY",Wexford,0,0,413,150.0,2016,1,0,0
"18 CRUAGH AVE, STEPASIDE, DUBLIN 18",Dublin,1,0,414,320.0,2016,1,0,0
"2 SPRINGFIELD PARK, SUMMERHILL, WATERFORD",Waterford,0,0,415,90.0,2016,4,0,0
"APT 39 MANOR HALL, MOUNT BROWN, KILMANHAM DUBLIN 8",Dublin,0,0,416,150.0,2016,1,0,0
"102 WILLOW AVE, WILLOW PARK, ATHLONE",Westmeath,0,0,417,63.0,2016,1,0,0
"168 WYCKHAM POINT, DUNDRUM, DUBLIN 16",Dublin,0,0,418,342.5,2016,4,0,0
"APT 3 CHAPEL VIEW LUCAN, DUBLIN",Dublin,0,0,419,225.0,2016,1,0,0
"CURRAHEEN, DINGLE RD, TRALEE",Kerry,0,0,420,165.0,2016,1,0,0
"9 CILL CHAIS, SHANNON AIRPORT, CLARE",Clare,0,0,421,78.0,2016,3,0,0
"36 NAGLES TERRACE, KILRUSH, CLARE",Clare,0,0,422,60.0,2016,2,0,0
"9 LAURESTON GROVE, TOWER, BLARNEY",Cork,0,0,423,275.0,2016,3,0,0
"NEWTOWN PARK, NEWTOWN, WATERFORD",Waterford,0,0,424,320.0,2016,4,0,0
"3 RATHMORE VILLAS, TERENURE, DUBLIN 6",Dublin,0,0,425,260.0,2016,2,0,0
"9 HEATHERVIEW DR, AYLESBURY, TALLAGHT DUBLIN 24",Dublin,0,0,426,225.0,2016,1,0,0
"92 Diswellstown Manor, Castleknock",Dublin,0,1,427,466.96,2016,4,0,1
"8 BEACON VIEW, MORNINGTON, MEATH",Meath,0,0,428,239.0,2016,4,0,0
"76 ABBEYLANDS, MULLINGAR, WESTMEATH",Westmeath,0,0,429,115.0,2016,2,0,0
"66 THE DRIVE, MILLBROOK LAWNS, TALLAGHT",Dublin,0,0,430,225.0,2016,3,0,0
"BLACKMOOR LANE, CLEARIESTOWN NORTH, CLEARIESTOWN",Wexford,0,0,431,258.0,2016,4,0,0
"5 SCARBH LEATHAN, GREENANE, KANTURK",Cork,0,1,432,145.0,2016,2,0,1
"37 ELDEN, MARYBOROUGH HILL, CORK",Cork,0,1,433,281.94,2016,3,0,1
"35 Carrig Mills, Greystones",Wicklow,0,1,434,387.66,2016,4,0,1
"KILLUMNEY, OVENS, COUNTY CORK",Cork,0,0,435,172.0,2016,4,0,0
"20 SEXTON ST, WATERFORD, WATERFORD",Waterford,1,0,436,87.5,2016,2,0,0
"5 SOUTH PADDOCKS, MOUNT JULIET ESTATE, THOMASTOWN",Kilkenny,0,0,437,545.0,2016,2,0,0
"23 THE DOWNINGS, PROSPEROUS, NAAS",Kildare,1,0,439,207.5,2016,1,0,0
"28 Heathfield Way, Cappagh Road, Finglas",Dublin,0,1,440,167.4,2016,1,0,1
"11 MEADOWLANDS, ATHBOY, MEATH",Meath,0,0,441,230.0,2016,4,0,0
"15 COIS GLAISIN DRIVE, JOHNSTOWN, NAVAN",Meath,0,1,442,193.83,2016,1,0,1
"11 DROMAWLING RD, BEAUMONT, DUBLIN 9",Dublin,0,0,443,365.0,2016,4,0,0
"6 Stewarts Hall, Ballygannon, Rathdrum",Wicklow,0,0,444,200.0,2016,1,0,0
"5 Dalriada Park, Knocklyon, Dublin 16",Dublin,0,1,446,303.96,2016,4,0,1
"30 DUN CORAN, YOUGHAL, CO CORK",Cork,0,0,447,160.0,2016,4,0,0
"12 BALLYMAN RD, ENNISKERRY, WICKLOW",Wicklow,0,0,448,407.0,2016,2,0,0
"47 Wellington Road, Templeogue, Dublin 6W",Dublin,0,1,449,575.0,2016,4,0,1
"BALLMACIBBOTT, KILLEAGH, CO CORK",Cork,0,0,450,250.0,2016,4,0,0
"Apartment 14, Sutton Castle, Sutton",Dublin,0,1,451,850.0,2016,4,0,1
"APT 22, GRIFFITH HALL, GLANDORE ROAD",Dublin,0,0,452,260.0,2016,3,0,0
"BRICKLIEVE, CASTLEBALDWIN, SLIGO",Sligo,0,0,453,138.0,2016,4,0,0
"17 BAYVIEW CLOSE, KILLINEY, DUBLIN",Dublin,0,0,454,375.0,2016,3,0,0
"APARTMENT 4 MOUNTAINVIEW, THE HEADLANDS, PUTLAND ROAD",Wicklow,0,0,455,278.0,2016,1,0,0
"21 SLIABH CARRAN, ENNIS RD, GORT",Galway,0,0,456,146.0,2016,4,0,0
"18 Palmerstown square, Palmerstown, Dublin 20",Dublin,0,0,457,173.0,2016,1,0,0
"11 BLOCK C 1ST FLOOR, DOONBEG HOUSE, CLARE VILLAGE MALAHIDE RD",Dublin,0,0,458,185.0,2016,4,0,0
"UNDERHILL HOUSE, UNDERHILL, DUNMANWAY",Cork,0,0,459,523.0,2016,3,0,0
"BALLINAKILL, CASTLEMAHON, LIMERICK",Limerick,0,0,460,220.0,2016,2,0,0
"103, Diswellstown Manor, Castleknock",Dublin,0,1,461,557.92,2016,3,0,1
"9 CARRAIG DONN, BALLYCASEY, SHANNON",Clare,1,0,462,120.0,2016,4,0,0
"50 ARD CAOIN, GORT RD, ENNIS",Clare,0,0,463,103.5,2016,1,0,0
"61 EARLS COURT, REUBEN ST, DUBLIN 8",Dublin,0,0,464,156.39,2016,4,0,0
"8 JAMESON HOUSE, BACHELORS LANE, DROGHEDA",Louth,0,0,466,63.0,2016,1,0,0
"2 CAHEROYAN ROAD, ATHENRY, CO GALWAY",Galway,0,0,467,180.0,2016,3,0,0
"12 YORK ST, CASTLEBLAYNEY, CO MONAGHAN",Monaghan,0,0,468,75.0,2016,3,0,0
"118 Kylemore, Old Schoolhouse Road, Castletroy",Limerick,0,1,469,250.77,2016,4,0,1
"61 THE DRIVE HIGHLANDS, DROGHEDA, LOUTH",Louth,0,0,470,151.0,2016,3,0,0
"208 OHANRAHAN AVE, CARLOW, CARLOW",Carlow,0,0,471,115.0,2016,4,0,0
"8 MILL COURT WAY, CLONDALKIN, DUBLIN 22",Dublin,0,0,472,159.0,2016,2,0,0
"14 THE ANCHORAGE, THE CRESCENT, ROBSWALL MALAHIDE",Dublin,0,0,473,295.46,2016,1,0,0
"2 Earlswell, Waterfall",Cork,0,1,474,660.79,2016,3,0,1
"45 Ballina Quay, Ballina, County Tipperary",Tipperary,0,1,475,88.1,2016,3,0,1
"88 Seagreen Park, Chapel Road, Black Lion",Wicklow,0,1,477,339.21,2016,3,0,1
"APT 4  AUGUSTINE COURT, ST AUGUSTINE STREET, DUBLIN 8",Dublin,0,0,478,223.0,2016,4,0,0
"55 MOUNT PROSPECT GROVE, CLONTARF, DUBLIN 3",Dublin,0,0,479,565.0,2016,3,0,0
"8 ATLANTIC DR, LISDOONVARNA, CLARE",Clare,0,0,481,112.0,2016,2,0,0
"20 STEPHENS RD, INCHICORE, DUBLIN 8",Dublin,0,0,482,245.0,2016,2,0,0
"BEECHLAWN, BLACKMILLARHILL, CO KILDARE",Kildare,0,0,483,207.0,2016,2,0,0
"GRISTON, BALLYLANDERS, LIMERICK",Limerick,0,0,484,70.0,2016,1,0,0
"33 CLONDRINA, CRUSHEEN, CLARE",Clare,0,0,485,70.0,2016,4,0,0
"28 CASTLE GROVE, CLONTARF, DUBLIN 3",Dublin,0,0,486,708.0,2016,3,0,0
"102 THE PADDOCKS, GRANTSTOWN FARM, WILLIAMSTOWN ROAD",Waterford,0,0,487,180.0,2016,2,0,0
"3 Elder Heath Lawn, Elder Heath, Kiltipper Road",Dublin,0,1,488,242.29,2016,2,0,1
"24 RIVERSIDE DR, SHANNON BANKS, CORBALLY",Clare,0,0,489,140.0,2016,4,0,0
"7 WILLOW LAWN, PRIMROSE GATE, CELBRIDGE",Kildare,0,0,490,210.0,2016,2,0,0
"KNOCK OF THE ROCKS, MURRINGTOWN, CO WEXFORD",Wexford,0,0,491,240.0,2016,3,0,0
"6 LOWER MONTENNOTTE RD, CORK, CORK",Cork,0,0,492,477.0,2016,2,0,0
"3 LYNDEN COURT, BALLYFIN RD, PORTLAOISE",Laois,0,0,493,141.0,2016,3,0,0
"24 WILLOWFIELDS, LADYSBRIDGE, CASTLEMARTYR",Cork,0,0,494,260.0,2016,1,0,0
"111 CHARLESLAND GROVE, GREYSTONES, WICKLOW",Wicklow,0,0,495,250.0,2016,1,0,0
"5 GREAT WESTERN SQ, PHIBSBOROUGH, DUBLIN 7",Dublin,0,0,496,370.0,2016,1,0,0
"No 2 Summerseat Green, Clonee, Co Meath",Meath,0,1,497,220.26,2016,4,0,1
"62 Crenigans Banog, Milltown Road, Ashbourne",Meath,0,1,498,263.44,2016,3,0,1
"10 THE MEADOWS, SMITHBOROUGH, MONAGHAN",Monaghan,0,0,499,96.0,2016,2,0,0
"ST GERARDS, THE BATTERIES, ATHLONE",Westmeath,0,0,500,107.0,2016,3,0,0
"BALLAUGH, ABBEYFEALE, LIMERICK",Limerick,0,0,501,232.5,2016,4,0,0
"39 ASHLEY HALL, ST EDMUND'S, PALMERSTOWN",Dublin,0,0,502,191.0,2016,4,0,0
"39 MCHALE RD, CASTLEBAR, MAYO",Mayo,0,0,503,90.0,2016,4,0,0
"CRAGGAGH, BALLA, CASTLEBAR",Mayo,0,0,504,70.0,2016,2,0,0
"2 WILLOW CLOSE, ARDNORE, KILKENNY",Kilkenny,0,0,505,250.0,2016,1,0,0
"SPRINGFIELD HOUSE, BOLEYBEG, BALLYMOREEUSTACE",Kildare,0,0,508,750.0,2016,4,0,0
"51 BELFIELD PARK, STILORGAN ROAD, DUBLIN 4",Dublin,0,0,510,310.0,2016,2,0,0
"28 ARD CAHER, LOUISBURGH, CAHER",Mayo,0,0,511,160.0,2016,3,0,0
"14 Clonroosk Abbey, Portlaoise",Laois,1,0,512,125.0,2016,1,0,0
"THE EVERGREEN, CLONEYGOWAN, CO OFFALY",Offaly,0,0,513,56.0,2016,3,0,0
"1 Cois Glaisin Park, Johnstown, Navan",Meath,0,1,514,259.91,2016,3,0,1
"55 MANOR ST, WATERFORD",Waterford,0,0,515,110.0,2016,3,0,0
"FARRANACLIFFE, TIPPERARY",Tipperary,0,0,516,135.0,2016,3,0,0
"28 College Court, Dublin 1",Dublin,0,0,517,225.0,2016,1,0,0
"21 EDEN QUAY, DUBLIN 1",Dublin,0,0,518,130.0,2016,4,0,0
"21 MONREAD GARDENS, NAAS, KILDARE",Kildare,0,0,519,290.5,2016,4,0,0
"133 Evanwood, Golf Links Road, Castletroy",Limerick,0,1,520,215.05,2016,2,0,1
"1 PEMBROKE CRESCENT, PEMBROKE, PASSAGE WEST",Cork,0,0,521,247.5,2016,4,0,0
"35 CUSTOM HALL, GARDINER ST, DUBLIN 1",Dublin,0,0,522,155.0,2016,3,0,0
"106 MARITANA GATE, CANADA ST, WATERFORD",Waterford,0,0,523,63.64,2016,1,0,0
"314 MOURNE RD, DRIMNAGH, DUBLIN 12",Dublin,0,0,524,220.0,2016,4,0,0
"21 MAIGH RIOCAIRD, HEADFORD RD, GALWAY",Galway,0,0,525,195.0,2016,3,0,0
"KILTRA, BANNOW, WEXFORD",Wexford,0,0,526,200.0,2016,4,0,0
"317 BROOKVILLE, DROGHEDA, LOUTH",Louth,0,0,528,187.5,2016,4,0,0
"9 WESTWOOD GROVE, WESTERN RD, CLONMEL",Tipperary,0,0,529,110.0,2016,4,0,0
"6 BROOK PLACE, RHEBOGUE, LIMERICK",Limerick,0,0,530,155.0,2016,2,0,0
"8 TULLINADALY, TUAM, GALWAY",Galway,0,0,531,75.0,2016,2,0,0
"49 OAKWOOD, MACROOM, CORK",Cork,0,0,532,200.0,2016,3,0,0
"CARHUE, BALLYCOMMON, NENAGH",Tipperary,0,0,533,70.0,2016,4,0,0
"110 BLOOMFIELD DR, COOSAN, ATHLONE",Westmeath,0,0,534,145.0,2016,2,0,0
"TATESTOWN, DONAGHPATRICK, NAVAN",Meath,1,0,535,300.0,2016,2,0,0
"4 MARGARET ST, CORK, CORK",Cork,0,0,536,157.0,2016,4,0,0
"18A CABINTEELY GREEN, CABINTEELY, DUBLIN 18",Dublin,0,0,538,430.0,2016,4,0,0
"APT 5, 29 UPPER FITZWILLIAM ST, DUBLIN 2",Dublin,0,0,539,120.0,2016,1,0,0
"22 THE RISE, DUNCORAN, YOUGHAL",Cork,0,0,540,120.0,2016,2,0,0
"KNOCKNAGALLAGH, BANDON, CORK",Cork,0,0,541,115.0,2016,2,0,0
"66 ST AIDANS CRESCENT, WEXFORD, WEXFORD",Wexford,0,0,542,142.5,2016,2,0,0
"JUNCTION HOUSE, CARRIGROHANE, CORK",Cork,0,0,543,320.0,2016,3,0,0
"11 THE ORCHARD, OLDTOWN MILL, CELBRIDGE",Kildare,0,0,545,315.0,2016,4,0,0
"16 ST CATHERINES PARK, GLENAGEARY, DUBLIN",Dublin,0,0,546,870.0,2016,4,0,0
"15 BARROWVALE, GRAIGUECULLEN, LAOIS",Laois,0,0,548,177.0,2016,1,0,0
"29 EMERSON AVE, SALTHILL, GALWAY",Galway,0,0,549,630.0,2016,2,0,0
"ATLANTIC DRIVE, ACHILL SOUND CLOUGHMORE, CARROWGARVE",Mayo,0,0,550,400.0,2016,2,0,0
"14 HYNES YARD, DOCK RD, GALWAY",Galway,0,0,551,210.0,2016,4,0,0
"30 THE HARBOUR, MARKET POINT, MULLINGAR",Westmeath,0,0,552,68.0,2016,4,0,0
"APT 214H, THE ISLAND, CHAPELIZOD",Dublin,0,0,553,212.0,2016,4,0,0
"3 Anne Terrace, New Street, Limerick",Limerick,0,1,554,100.0,2016,2,0,1
"6 THE GRANGE, FERNS, WEXFORD",Wexford,0,1,555,155.0,2016,2,0,1
"7 NEW CORK RD, MIDLETON, CORK RD",Cork,0,0,556,135.0,2016,3,0,0
"25 STOCKING WOOD MANOR, RATHFARNHAM, DUBLIN 16",Dublin,0,0,558,323.0,2016,1,0,0
"6 RATHBORNE DR, EARLSWOOD, ASHTOWN DUBLIN 15",Dublin,0,0,559,227.0,2016,1,0,0
"1 BROADFORD CRESCENT BALLINTEER, DUBLIN 16",Dublin,0,0,561,541.0,2016,3,0,0
"49 Rann Mor Meadow, Crievesmith, Letterkenny",Donegal,0,1,562,125.99,2016,3,0,1
"CORBALLY, GLANWORTH, CORK",Cork,0,0,563,200.0,2016,1,0,0
"14 Lanesville, Monkstown, Co. Dublin",Dublin,0,1,564,480.18,2016,2,0,1
"APT 41, NEW BANCROFT HALL, GREENHILLS RD EXTENSION DUBLIN 24",Dublin,0,0,565,227.5,2016,3,0,0
"25 ASH MEADOWS, DRUMBOE, STRANORLAR",Donegal,0,0,566,63.0,2016,4,0,0
"APT 10, INISH HOUSE, GOLDEN ISLAND",Westmeath,0,0,567,86.0,2016,3,0,0
"44 JUGBACK GREEN, APPLEWOOD, SWORDS",Dublin,0,0,568,171.0,2016,4,0,0
"8 THE COURT, WETHERTON, BANDON",Cork,0,0,569,143.0,2016,1,0,0
"5 COLLIERS LANE, PORTLAOISE, LAOIS",Laois,0,0,570,200.0,2016,4,0,0
"2 OCONNELL MEWS, BARRACK HILL, LIMERICK CITY",Limerick,0,0,571,135.0,2016,2,0,0
"BOLEYBEG EAST, BARNA, CO GALWAY",Galway,0,0,572,350.0,2016,3,0,0
"11 ELM PARK, CROOM, LIMERICK",Limerick,0,0,573,135.0,2016,4,0,0
"No. 3 Downview, Farranlea Road",Cork,0,1,574,126.57,2016,4,0,1
"DONEGAL ROAD, BALLYBOFEY, CO. DONEGAL",Donegal,0,0,575,80.0,2016,4,0,0
"6 DARLEY ST, DUBLIN 6, DUBLIN",Dublin,0,0,576,372.0,2016,4,0,0
"RAILWAY COTTAGES, BALLINASCARTHY, CLONAKILTY",Cork,0,0,577,80.0,2016,4,0,0
"16 ELM PARK TERRACE, TERENURE, DUBLIN 6W",Dublin,0,0,578,230.0,2016,2,0,0
"16 Beresford Road, Donabate, Co Dublin",Dublin,0,1,579,308.37,2016,3,0,1
"22 The Willows, Oldgrange Wood, Monasterevin",Kildare,0,1,580,166.52,2016,2,0,1
"SHANDRA LANE, SHANDRA, PORTARLINGTON",Offaly,0,0,582,130.0,2016,1,0,0
"6 THORNHILL MEADOWS, CELBRIDGE, KILDARE",Kildare,0,0,583,310.0,2016,2,0,0
"97 OLD KILMAINHAM VILLAGE, BOW LANE WEST, DUBLIN 8",Dublin,0,0,585,155.0,2016,3,0,0
"CARROWKERIBLA, ATTYMASS, BALLINA",Mayo,0,0,586,143.5,2016,4,0,0
