Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,VAT Exclusive,Description of Property,Property Size Description,lat,lng
11/6/2021,"28 CLEARWATER COVE, ROSSLARE, WEXFORD",Wexford,Y35X389,340000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2669548,-6.3850263
28/04/2021,"23 CARRICKFOYLE TERRACE, KILMAINHAM DUBLIN 8, DUBLIN",Dublin,D08R5FR,370000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3408591,-6.3067084
22/12/2021,"6 The Grove Barnhall Meadows, Leixlip",Kildare,,431720,No,Yes,1,New Dwelling house /Apartment,,53.3669998,-6.5231208
3/8/2021,"27 SPRINGVALE, TUBBERCURRY, SLIGO",Sligo,F91A2KF,110000,No,No,0,Second-Hand Dwelling house /Apartment,,54.0555639,-8.7235895
12/11/2021,"7 ROYAL COURT, BORRIS IN OSSORY, PORTLAOISE",Laois,R32DX34,190000,No,No,0,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
2/12/2021,"19 COIS COILLE, KILCASH, CLONMEL",Tipperary,E91E0E8,212500,No,No,0,Second-Hand Dwelling house /Apartment,,52.4022654,-7.5400165
26/04/2021,"50 CARTON SQ, MAYNOOTH, KILDARE",Kildare,W23NTV0,325000,No,No,0,Second-Hand Dwelling house /Apartment,,53.383754,-6.5865417
22/09/2021,"7 BAWNMORE TERRACE, NEW ROSS, CO WEXFORD",Wexford,Y34TY05,110000,No,No,0,Second-Hand Dwelling house /Apartment,,52.397544,-6.9243386
12/5/2021,"8 CROAGHROSS, PORTSALON, CO DONEGAL",Donegal,,300000,No,No,0,Second-Hand Dwelling house /Apartment,,55.2,-7.61667
5/11/2021,"2 DERG MARINE VILLAGE, BALLINA, TIPPERARY",Tipperary,V94C9T7,438000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
19/01/2021,"13 TRINITY PLAZA APTS, TARA ST, DUBLIN 2",Dublin,,375000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/06/2021,"5A BALLYMOUNT SQ, WALKINSTOWN, DUBLIN",Dublin,,275000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3174404,-6.3356594
25/08/2021,"34 Cooline Heights, Ballyvoloon, Cobh",Cork,,235240,No,Yes,1,New Dwelling house /Apartment,,51.85722,-8.29917
30/09/2021,"10 The Lawns, Barnhall Meadows, Leixlip",Kildare,,370040,No,Yes,1,New Dwelling house /Apartment,,53.3621654,-6.5118786
24/11/2021,"137 HOWTH RD, CLONTARF, DUBLIN 3",Dublin,D03C6Y3,835000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3713574,-6.2030025
26/07/2021,"136 CASTLE AVENUE, CLONTARF, DUBLIN 3",Dublin,D03F300,820000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3632673,-6.2054158
16/02/2021,"THE BUNGALOW, NURSING HOME, FERMOY",Cork,,100000,No,No,0,Second-Hand Dwelling house /Apartment,,52.13583,-8.27583
23/08/2021,"57 IRISH STREET, ARDEE, CO LOUTH",Louth,A92P924,114400,No,No,0,Second-Hand Dwelling house /Apartment,,53.8594389,-6.5409696
10/11/2021,"THE PADDOCKS, BOLEYNASS, ASHFORD",Wicklow,A67Y209,540000,No,No,0,Second-Hand Dwelling house /Apartment,,53.00833,-6.11139
17/11/2021,"71 THE COOMBE, DUBLIN 8, DUBLIN",Dublin,D08T0A6,375000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3395348,-6.279873
18/10/2021,"92 Cois Dara, Chapelstown, Tullow Road",Carlow,,189430,No,Yes,1,New Dwelling house /Apartment,,52.84083,-6.92611
8/12/2021,"36 CHESTNUT AVE, ESKER HILLS, RIDGE RD",Laois,R32PTK4,215000,No,No,0,Second-Hand Dwelling house /Apartment,,53,-7.4
23/04/2021,"30A BRACKERNAGH, BALLINASLOE, GALWAY",Galway,H53AX52,110000,No,No,0,Second-Hand Dwelling house /Apartment,,53.319954,-8.2396723
30/08/2021,"651 CHESTNUT CLOSE, ELM PARK, CASTLETROY",Limerick,V94KXK1,220000,No,No,0,Second-Hand Dwelling house /Apartment,,52.6693861,-8.5606
22/02/2021,"72 Mill View, Ballinglanna, Glanmire",Cork,,215860,No,Yes,1,New Dwelling house /Apartment,,51.91583,-8.39972
27/04/2021,"43 HEATHFIELD, CLONARD, WEXFORD TOWN",Wexford,Y35C3K7,192000,No,No,0,Second-Hand Dwelling house /Apartment,,52.5,-6.66667
26/05/2021,"APARTMENT 1, 134 BARRACK STREET, WATERFORD",Waterford,X91WCR9,150000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2557192,-7.1201451
16/08/2021,"54 BARGY ROAD, DUBLIN 3",Dublin,D03YD56,305000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3558937,-6.2316347
24/11/2021,"22 WOOD GREEN, FOREST PARK, DROMAHAIR",Leitrim,F91D8Y0,200000,No,No,0,Second-Hand Dwelling house /Apartment,,54.23333,-8.3
31/08/2021,"THE BUNGALOW, KINGSMEADOW, WATERFORD CITY",Waterford,X91YY3D,580000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
3/11/2021,"BROOK LODGE, BROOKFIELD TERRACE, BLACKROCK",Dublin,A94YW83,95000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/6/2021,"LAHINCH, DURROW, TULLAMORE",Offaly,,321240,No,No,0,Second-Hand Dwelling house /Apartment,,53.27389,-7.48889
29/01/2021,"25 MORLEY TERRACE, WATERFORD, WATERFORD",Waterford,,130000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2620458,-7.1237578
11/6/2021,"No. 62 Kerlogue Manor, Rocksborough, Wexford",Wexford,,232160,No,Yes,1,New Dwelling house /Apartment,,52.33417,-6.4575
4/1/2021,"13 ARDSALLAGH WOODS, ROSCOMMON, ROSCOMMON",Roscommon,,237000,No,No,0,Second-Hand Dwelling house /Apartment,,53.621683,-8.1743316
29/01/2021,"5 IVAR ST, STONEYBATTER, DUBLIN 7",Dublin,,349000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/9/2021,"3 DEANSTOWN PARK, FINGLAS WEST, DUBLIN 11",Dublin,D11DNH0,245000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3860716,-6.3147096
15/01/2021,"21 WESTWOOD PARK, CLARA, OFFALY",Offaly,,184000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3401988,-7.6211076
21/12/2021,"APT 59 -  BURNELL COURT, NORTHERN CROSS, MALAHIDE",Dublin,D17XK11,187500,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
9/7/2021,"30 MOERAN RD, WALKINSTOWN, DUBLIN 12",Dublin,D12T611,350000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3185676,-6.3211542
24/08/2021,"RATHONOANE, CARRIGADROHID, CORK",Cork,,335000,No,No,0,Second-Hand Dwelling house /Apartment,,51.9,-8.85
24/08/2021,"NO 10, HAVENWOOD RETIREMENT VILLAGE, BALLYGUNNER",Waterford,,125000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
27/08/2021,"1 WATERMILL SQUARE, MAIN STREET, MONASTEREVIN",Kildare,W34E300,164940,No,No,0,Second-Hand Dwelling house /Apartment,,53.14056,-7.06639
15/07/2021,"CAHERTYMORE SOUTH, MONIVEA ROAD, ATHENRY",Galway,,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.29639,-8.74306
14/12/2021,"78 BLACKTHORN DRIVE, RATH ULLORD, BONNETTSRATH ROAD",Kilkenny,,308400,No,Yes,1,New Dwelling house /Apartment,,52.65417,-7.25222
9/6/2021,"101 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN",Cork,T12ENK5,358000,No,No,0,Second-Hand Dwelling house /Apartment,,51.87,-8.38306
5/7/2021,"1 C CHERRYDALE COURT, DUBLIN RD, LIMERICK",Limerick,,90000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
7/10/2021,"5 THOMPSONS COTTAGES, SUMMER HILL, DUBLIN 1",Dublin,D01P2F1,132000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/12/2021,"Apartment 45, The Brickworks, Station Road",Dublin,,345440,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
29/09/2021,"CHAPEL GARDEN, CARLINGFORD, LOUTH",Louth,,128000,No,No,0,Second-Hand Dwelling house /Apartment,,54.04,-6.18833
30/06/2021,"THE WARREN, WARREN BEACH, ROSSCARBERY",Cork,,690000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
9/4/2021,"PARK HOUSE, BALLINTIM, CAMOLIN",Wexford,,635000,No,No,0,Second-Hand Dwelling house /Apartment,,52.61556,-6.42056
20/04/2021,"124 DROMINBEG, DUBLIN RD, LIMERICK",Limerick,V94XW9R,230000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
16/11/2021,"OLD GORT RD, ENNIS, CO CLARE",Clare,V95XP7N,120000,No,No,0,Second-Hand Dwelling house /Apartment,,52.8573019,-8.9836083
28/05/2021,"20 BALLSBRIDGE WOOD, BALLSBRIDGE, DUBLIN",Dublin,D04HY95,800000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/06/2021,"25 THE MOORINGS, FITZWILLIAM QUAY, DUBLIN",Dublin,D04PD73,297500,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/06/2021,"5 HIGHFIELD, TRAMORE HEIGHTS, TRAMORE",Waterford,X91D5R6,223000,No,No,0,Second-Hand Dwelling house /Apartment,,52.16235,-7.15244
19/05/2021,"120 THE WATERMILL, WATERMILL RD, RAHENY DUBLIN 5",Dublin,D05E822,407000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/06/2021,"61 AVONDALE COURT, BLACKROCK, DUBLIN",Dublin,A94E4C4,825000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2938312,-6.1753442
14/05/2021,"ANNABASKY, COUNTYBROOK, ENNISKERRY",Wicklow,,845000,No,No,0,Second-Hand Dwelling house /Apartment,,53.1925,-6.16917
3/2/2021,"BEAGH, ARDARA, DONEGAL",Donegal,,160000,No,No,0,Second-Hand Dwelling house /Apartment,,54.76444,-8.4075
22/03/2021,"5 St. Pancras House, Mount Tallant Avenue, Terenure",Dublin,,427310,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
5/1/2021,"KILAHARD, BLACKWATER, ENNISCORTHY",Wexford,,300000,No,No,0,Second-Hand Dwelling house /Apartment,,52.50083,-6.55778
23/02/2021,"3B Church Street, Skerries",Dublin,,572690,No,Yes,1,New Dwelling house /Apartment,,53.5784196,-6.107654
17/12/2021,"26 CHURCHFIELDS WAY, ASHBOURNE, MEATH",Meath,A84Y282,381000,No,No,0,Second-Hand Dwelling house /Apartment,,53.5086253,-6.4116828
21/06/2021,"75 SUMMERSEAT COURT, CLONEE, MEATH",Meath,D15F2WV,186000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4096269,-6.4389181
30/07/2021,"36 Westwood, Golf Links Road, Ennis",Clare,,220260,No,Yes,1,New Dwelling house /Apartment,,52.84361,-8.98639
27/08/2021,"4 NEW PARK, KINNEGAD, COUNTY WESTMEATH",Westmeath,,210000,No,No,0,Second-Hand Dwelling house /Apartment,,53.45222,-7.09972
3/12/2021,"29 BINSIN, WESTERN DISTRIBUTOR RD, GALWAY",Galway,H91VPH0,261000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
17/08/2021,"278 KEEPER RD, DUBLIN 12, DUBLIN",Dublin,D12N560,285000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3318255,-6.3018634
12/2/2021,"33 KILMORE CRESCENT, COOLOCK, DUBLIN 5",Dublin,,344000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3918975,-6.2089068
29/01/2021,"LOURDESVILLE, CASTLEREDMOND, MIDLETON",Cork,,362000,No,No,0,Second-Hand Dwelling house /Apartment,,51.91526,-8.18052
9/7/2021,"41 Hammerstone, Straffan",Kildare,,431720,No,Yes,1,New Dwelling house /Apartment,,53.3149221,-6.6091638
4/1/2021,"6 Whitethorn Lawn, Whitethorn Village, Naas",Kildare,,299560,No,Yes,1,New Dwelling house /Apartment,,53.21583,-6.66694
16/02/2021,"4 WILLOW DR, NEWTOWN CLUAIN ARD, COBH",Cork,,263000,No,No,0,Second-Hand Dwelling house /Apartment,,51.85722,-8.29917
8/10/2021,"13 CLOISTER GROVE, BLACKROCK, DUBLIN",Dublin,A94A7P6,725000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2907263,-6.1807737
4/3/2021,"8 RAILWAY BRIDGE, BRACKHILL, CASTLEMAINE",Kerry,,200000,No,No,0,Second-Hand Dwelling house /Apartment,,52.16667,-9.7
2/9/2021,"13 BALLYKEEFFE EST, DOORADOYLE, LIMERICK",Limerick,V94KXP7,225000,No,No,0,Second-Hand Dwelling house /Apartment,,52.6420965,-8.6500147
10/10/2021,"15 SWAN HALL, BELGARD SQUARE, TALLAGHT",Dublin,D24H7KV,257000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/11/2021,"Carrowreagh, Dromard",Sligo,,97000,No,Yes,1,New Dwelling house /Apartment,,54.24,-8.67611
3/2/2021,"5 DRISARDEN, GORTLEE, LETTERKENNY",Donegal,,105000,No,No,0,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
1/10/2021,"APT 31, ARDKEEN WOODS, ARDKEEN",Waterford,,195000,No,No,0,Second-Hand Dwelling house /Apartment,,,
5/3/2021,"96 AN CIMIN MOR, CAPPAGH RD, GALWAY",Galway,,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
11/3/2021,"52 ST JAMES CRESCENT, MERVUE, GALWAY",Galway,,207000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2804886,-9.0148255
25/11/2021,"18 ARDMORE CLOSE, NARROWAYS RD, BETTYSTOWN",Meath,A92Y9T4,193000,No,No,0,Second-Hand Dwelling house /Apartment,,53.70139,-6.24611
29/09/2021,"KILMACOW POST OFFICE, KILMACOW, WATERFORD",Waterford,,204000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
15/02/2021,"22 Maple Hill, Castle Heights, Carrigaline",Cork,,308370,No,Yes,1,New Dwelling house /Apartment,,51.81167,-8.39861
10/9/2021,"35 BLUE CEDARS, CAPPRY RD, BALLYBOFEY",Donegal,F93DR92,124000,No,No,0,Second-Hand Dwelling house /Apartment,,54.8,-7.78333
16/12/2021,"46 MOUNT ANDREW COURT, LUCAN, DUBLIN",Dublin,K78EY65,322000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3576727,-6.4126558
3/12/2021,"7 NEWPARK CLOSE, CHAPEL ROAD, KINSEALY",Dublin,,546260,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
9/12/2021,"7 SUNDALE PARADE, TALLAGHT, DUBLIN 24",Dublin,D24K4A8,270000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2830733,-6.4100446
30/07/2021,"24 CHURCH HILL, SLIGO",Sligo,F91XNW2,135000,No,No,0,Second-Hand Dwelling house /Apartment,,54.0730224,-8.6132243
10/6/2021,"22 MEADOWLANDS, BANDON, CORK",Cork,P72A977,245000,No,No,0,Second-Hand Dwelling house /Apartment,,51.7413379,-8.7330034
2/9/2021,"10 GLINCOOL GARDENS, MAGLIN RD, BALLINCOLLIG",Cork,P31Y327,305000,No,No,0,Second-Hand Dwelling house /Apartment,,51.88333,-8.58333
10/12/2021,"32 KEMPTON GREEN, ASHTOWN, NAVAN RD DUBLIN 15",Dublin,D07N7C2,560000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
9/11/2021,"12 Clos Molua, Sli Na Manach, Mungret",Limerick,,370040,No,Yes,1,New Dwelling house /Apartment,,52.6366903,-8.6754772
28/05/2021,"16 ADDISON HALL, ADDISON AVE, ADDISON PARK DUBLIN 11",Dublin,D11TY02,390000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3773263,-6.2778951
17/09/2021,"BIRDIES NEST COTTAGE, THE CURRAGH, KILDARE",Kildare,,165000,No,No,0,Second-Hand Dwelling house /Apartment,,53.15278,-6.84694
6/10/2021,"5 Vernon Mews, Vernon Avenue, Clontarf",Dublin,,682820,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
15/12/2021,"GLENACUNNA, BALLYPOREEN, CO. TIPPERARY",Tipperary,E21FR90,250000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2489366,-8.1006201
15/10/2021,"17 TI NA RI, LOUGHREA, GALWAY",Galway,H62YW35,260000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2038095,-8.5834491
22/01/2021,"BALLINATONA, KLBEHENY, LIMERICK",Limerick,,165000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
3/9/2021,"NEW ROAD, KILROSS, CO TIPPERARY",Tipperary,E34FY98,225000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66667,-7.83333
23/09/2021,"MOLLY, AUGHNACLIFFE, COUNTY LONGFORD",Longford,,440000,No,No,0,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
25/06/2021,"46A ST JUDES CRESCENT, LIFFORD, DONEGAL",Donegal,F93K77F,123000,No,No,0,Second-Hand Dwelling house /Apartment,,54.83194,-7.48361
26/10/2021,"145 CROSBIES YARD, OSSORY RD, DUBLIN 3",Dublin,D03TC64,308000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/04/2021,"27 SLIEVEMORE HOLIDAY VILLAGE, DUGORT, ACHILL",Mayo,F28YF54,130000,No,No,0,Second-Hand Dwelling house /Apartment,,53.93111,-9.915
3/7/2021,"10 SUMMERHILL SOUTH, CORK, CORK",Cork,T12A4P6,252000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8908614,-8.4691852
30/03/2021,"FARTAGH, LISDUFF, VIRGINIA",Cavan,,390000,No,No,0,Second-Hand Dwelling house /Apartment,,53.83389,-7.07556
2/7/2021,"55 CLONTARF RD, TULLAMORE, OFFALY",Offaly,R35XW92,185000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2779822,-7.4964296
20/12/2021,"20 THE RISE, BARNHALL MEADOWS, LEIXLIP",Kildare,W23XF5F,246000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.3613417,-6.5131781
1/10/2021,"DROIM LACH, CUL LE GREIN, BEAL EASA",Mayo,,385000,No,No,0,Second-Hand Dwelling house /Apartment,,53.98333,-9.11667
4/6/2021,"4 St Josephs, Grove, Clonsoilla",Dublin,,308370,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
4/5/2021,"FARREN REDMOND, DINGLE, COUNTY KERRY",Kerry,,185000,No,No,0,Second-Hand Dwelling house /Apartment,,52.14083,-10.26889
17/06/2021,"15 the pines, avourwen, drogheda",Meath,,259470,No,Yes,1,New Dwelling house /Apartment,,53.7026554,-6.3549575
25/05/2021,"70  RATOATH AVENUE, FINGLAS WEST, DUBLIN 11",Dublin,D11H6V0,205000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3872721,-6.3178469
19/11/2021,"9 THE VILLAGE, ALLEN, KILMEAGUE",Kildare,W91YK3D,507050,No,Yes,1,New Dwelling house /Apartment,,53.15611,-6.91444
13/07/2021,"31 THE PADDOCKS, KILMAINHAM, DUBLIN 8",Dublin,D08X2H3,545000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
1/12/2021,"5 BALLINTYRE WOODS, BALLINTYRE HALL, BALLINTEER AVE DUBLIN 16",Dublin,D16AH67,520000,No,No,0,Second-Hand Dwelling house /Apartment,,,
7/9/2021,"34 ARKLOW ST, STONEYBATTER, DUBLIN 7",Dublin,D07H1X6,365000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/04/2021,"28 PARK COURT, GRANGE RATH, COLPE",Meath,,258000,No,No,0,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
26/01/2021,"MONEYCROSS UPPER, LESKINFERE, GOREY",Wexford,,267000,No,No,0,Second-Hand Dwelling house /Apartment,,52.67472,-6.2925
17/06/2021,"ALTORE, BALLINLOUGH, CO ROSCOMMON",Roscommon,,115000,No,No,0,Second-Hand Dwelling house /Apartment,,53.7048749,-8.6804634
24/09/2021,"282 GRIFFITH AVE, DRUMCONDRA, DUBLIN 9",Dublin,D09V2R8,695000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3763074,-6.2537549
29/01/2021,"153 CORBAWN WOOD, SHANKILL, DUBLIN 18",Dublin,,600000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2344947,-6.1156818
8/11/2021,"16 BELLEVUE RISE, FRANKFIELD, CORK",Cork,T12W1RP,357000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
25/02/2021,"272 THE ASGARD, CUSTOM HOUSE HARBOUR, DUBLIN 1",Dublin,,425000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/03/2021,"Elstar House, 4 The Orchard, Kindlestown Lower",Wicklow,,596030,No,Yes,1,New Dwelling house /Apartment,,53,-6.41667
12/3/2021,"26 MANORLANDS CLOSE, TRIM, MEATH",Meath,C15YTP9,225000,No,No,0,Second-Hand Dwelling house /Apartment,,53.5505748,-6.7988868
24/05/2021,"9 STRADBALLY MORE, STRADBALLY, WATERFORD",Waterford,X42N510,273000,No,No,0,Second-Hand Dwelling house /Apartment,,52.1298036,-7.4601666
3/6/2021,"MOUNT CARMEL BUNGALOW, OLD LUCAN ROAD, MOUNT CARMEL",Dublin,D20DA38,480000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
6/12/2021,"29 WHITETHORN GROVE, KNOCKBROGAN, BANDON",Cork,P72H958,240000,No,No,0,Second-Hand Dwelling house /Apartment,,51.74694,-8.7425
30/09/2021,"NEWSTONE, DRUMCONRATH, CO. MEATH",Meath,,212000,No,No,0,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
24/09/2021,"24 MEASOWBROOK MILL RD, CORBALLY, LIMERICK",Limerick,V94E1TT,200000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
23/04/2021,"GARRYGLASS, TEMPLEDERRY, NENAGH",Tipperary,,172000,No,No,0,Second-Hand Dwelling house /Apartment,,52.7486481,-8.1181879
15/03/2021,"90 PRIORY COURT, EDEN GATE, DELGANY",Wicklow,,225510,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.13083,-6.09139
18/01/2021,"17 ROSSMOR, PONTOON RD, CASTLEBAR",Mayo,,199510,No,No,0,Second-Hand Dwelling house /Apartment,,53.85,-9.3
21/04/2021,"KILNAGARNA, BALLINAHOWN, ATHLONE",Offaly,,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.25,-7.5
20/09/2021,"6 AIRFIELD POINT, COXTOWN, DUNMORE EAST",Waterford,X91E5F2,425000,No,No,0,Second-Hand Dwelling house /Apartment,,52.15139,-6.98611
29/01/2021,"4 Hallwell Park, Adamstown, Lucan",Dublin,,374450,No,Yes,1,New Dwelling house /Apartment,,53.348052,-6.4736843
21/09/2021,"26 Seascape, Broomhill Court, Keatingstown Road",Wicklow,,334760,No,Yes,1,New Dwelling house /Apartment,,53,-6.41667
26/10/2021,"39 SLIEVE MISH PARK, KINSALE ROAD, CORK",Cork,T12F5K0,240000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
21/12/2021,"66 PEMBROKE SQ, GRAND CANAL ST UPPER, DUBLIN",Dublin,D04YY44,425000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/12/2021,"2 ATLANTIC WAY  MOUNTAIN COMMON, ARDFIELD, CLONAKILTY",Cork,P85Y791,500000,No,No,0,Second-Hand Dwelling house /Apartment,,51.62306,-8.87056
20/09/2021,"5 GRANGE TERRACE, WATERFORD",Waterford,X91R9KT,147000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2515595,-7.1089867
26/10/2021,"72 HAMPTON WOOD RD, FINGLAS, DUBLIN 11",Dublin,D11Y951,230000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/3/2021,"57 PAIRC CHUIMIN KILCUMMIN, KILLARNEY, KERRY",Kerry,,226000,No,No,0,Second-Hand Dwelling house /Apartment,,52.05,-9.51667
24/08/2021,"KILMACOMMA, CLONMEL, CO TIPPERARY",Tipperary,,128000,No,No,0,Second-Hand Dwelling house /Apartment,,52.3470085,-7.7104844
9/3/2021,"APT 2 - 1 HOLLYBANK ROAD, DRUMCONDRA, DUBLIN 9",Dublin,,142860,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/08/2021,"APT 22 C, THE BOTTLEWORKS, IRISHTOWN",Dublin,,380000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3404148,-6.2259471
15/10/2021,"60 BELFRY GROVE, CITYWEST, SAGGART",Dublin,D24HC82,196000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
2/7/2021,"38 ROCHESTOWN PARK, DUN LAOGHAIRE, DUBLIN",Dublin,A96CV63,495000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2702501,-6.1394671
14/12/2021,"COTTAGE I, OYSTERHAVEN CENTRE, KINSALE",Cork,,292500,No,No,0,Second-Hand Dwelling house /Apartment,,51.7075,-8.53056
27/01/2021,"SEAPOINT, TERMONFECKIN, DROGHEDA",Louth,,160000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.7598638,-6.2489034
24/09/2021,"15 CUIL BEAG, MONVOY, TRAMORE",Waterford,X91Y6R2,242500,No,No,0,Second-Hand Dwelling house /Apartment,,52.16235,-7.15244
22/04/2021,"12 Brook Glen, Manor Farm, Lehanagmore",Cork,,308370,No,Yes,1,New Dwelling house /Apartment,,51.89797,-8.47061
11/6/2021,"3 Lios na mBan, Ladysbridge",Cork,,246000,Yes,Yes,1,New Dwelling house /Apartment,,51.89528,-8.04583
1/12/2021,"4 CROSTHWAITE HALL, LOWER GLENAGEARY RD, DUN LAOGHAIRE",Dublin,A96K6X2,1160000,No,No,0,Second-Hand Dwelling house /Apartment,,53.284623,-6.1330863
1/2/2021,"41 CARRIGEEN, CLYBAUN, KNOCKNACARRA",Galway,,312500,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
27/09/2021,"26 GRAY ST, THE LIBERTIES, DUBLIN 8",Dublin,D08N4A8,475000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3404304,-6.2787926
1/9/2021,"130 BALLSGROVE EST, DROGHEDA, LOUTH",Louth,A92HWX2,200000,No,No,0,Second-Hand Dwelling house /Apartment,,53.71889,-6.34778
26/03/2021,"3 PROSPECT HILL, DONABATE, DUBLIN",Dublin,,685000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4841278,-6.1535471
30/04/2021,"CLYGEEN, LEGAN, LONGFORD",Longford,,100000,No,No,0,Second-Hand Dwelling house /Apartment,,53.61667,-7.61667
18/10/2021,"4A THE HOLLOWS, NEWCASTLE RD, LUCAN",Dublin,K78VN51,150000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/04/2021,"15 Castle Manor, Naul Road, Naul",Dublin,,409690,No,Yes,1,New Dwelling house /Apartment,,53.33306,-6.24889
2/6/2021,"SILVANUS, GLENCAR, LETTERKENNY",Donegal,F92RYH7,340000,No,No,0,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
