Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
28/08/2018,"BARNA, PALLASGREEN, COUNTY LIMERICK",Limerick,,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.5679,-8.33794
24/10/2018,"26 ADAMSTOWN PARK, ADAMSTOWN SQ, ADAMSTOWN",Dublin,,"???275,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/03/2018,"25 CARRICK CRESCENT, DONEGAL RD, BALLYBOFEY",Donegal,,"???115,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,54.8,-7.78333
8/6/2018,"HARRISTOWN, KINNEGAD, MEATH",Meath,,"???285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
22/08/2018,"2 WILLOW PLACE, LISTOWEL, CO. KERRY",Kerry,,"???132,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.44639,-9.485
31/07/2018,"GORTALEEN, KEEL, CASTLEMAINE",Kerry,,"???50,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.7
7/2/2018,"DOONMORE, CROLLY, DONEGAL",Donegal,,"???61,000.00",No,No,Second-Hand Dwelling house /Apartment,,55.0363008,-8.2700616
14/12/2018,"APT 315, COWPER DOWNS, RATHMINES DUBLIN 6",Dublin,,"???306,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/03/2018,"4 DOLMEN HEIGHTS, POLLERTON, CARLOW",Carlow,,"???135,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.84667,-6.90694
22/10/2018,"NUESTADT, MIDDLE THIRD AVE, KILESTER DUBLIN 5",Dublin,,"???670,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/11/2018,"99 ST MARYS LANE, BALLSBRIDGE, DUBLIN 4",Dublin,,"???795,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/06/2018,"37 LEACAN FIONN THOIR, LACKENFUNE, DUNGARVAN",Waterford,,"???157,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.08806,-7.62528
13/07/2018,"10 GREENHILLS DR, KNOCKCROGHERY, ROSCOMMON",Roscommon,,"???215,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.56667,-8.1
28/09/2018,"LETTER, CLONMANY, DONEGAL",Donegal,,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,55.26667,-7.41667
3/12/2018,"51 Park Gate, Tullow, County Carlow",Carlow,,"???198,237.00",No,Yes,New Dwelling house /Apartment,,52.80028,-6.73694
11/1/2018,"KNOCKATAGGLEMORE, KILCUMMIN, KILLARNEY",Kerry,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.05,-9.51667
5/2/2018,"10 FIRGROVE DR, BISHOPSTOWN, CORK",Cork,,"???575,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8809722,-8.5212998
3/12/2018,"5 BISHOPSGROVE, FERRYBANK, WATERFORD",Waterford,,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2660401,-7.1080943
26/11/2018,"20 BELMONT PLACE, COBH, CORK",Cork,,"???236,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,51.85722,-8.29917
4/4/2018,"85 ASHFIELD, LETTERKENNY, DONEGAL",Donegal,,"???108,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
21/09/2018,"NO 2 CARBRY COAST APARTMENTS, TULLAGHAN, COUNTY LEITRIM",Leitrim,,"???41,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.46833,-8.33111
2/8/2018,"9 Temple Woods, Greenhills Road, DUBLIN 24",Dublin,,"???317,180.61",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,53.33306,-6.24889
25/05/2018,"26 THE SQUARE, HIGHFIELD PARK, BALLINCOLLIG",Cork,,"???251,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.88333,-8.58333
10/8/2018,"40 Maydenhayes Road, Mornington",Meath,,"???272,687.22",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.7128551,-6.2874092
11/7/2018,"BALLYDANIEL, LACKAROE, YOUGHAL",Cork,,"???50,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.95,-7.85056
6/9/2018,"32 BALLSGROVE EST, DROGHEDA, LOUTH",Louth,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.71889,-6.34778
13/02/2018,"6 Morristown Court, The Paddocks, Morristownbiller",Kildare,,"???270,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.15611,-6.91444
13/03/2018,"GRACELAND, WARRENS COURT, RINGASKIDDY",Cork,,"???350,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.83389,-8.31694
18/12/2018,"65 CLONMINCH WOOD, TULLAMORE, OFFALY",Offaly,,"???163,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2610133,-7.4808591
15/06/2018,"13 BAILE AN, KILLORGLIN, TOREEN",Kerry,,"???172,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
19/01/2018,"AUGHANNA, CASTLEGREGORY, KERRY",Kerry,,"???310,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.25806,-10.0225
1/2/2018,"APT 4 SOUTHPOINT, BRAY, CO. WICKLOW",Wicklow,,"???310,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
8/1/2018,"10 THE MOORINGS, PORTOBELLO HARBOUR, DUBLIN 8",Dublin,,"???285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
9/3/2018,"11 Churchfields Way, Ashbourne, Co. Meath",Meath,,"???281,937.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.5083573,-6.4105046
14/11/2018,"31 KINVARA PARK, DUBLIN HILL, CORK",Cork,,"???244,500.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
31/07/2018,"HEXAGON, BALTIMORE RD, SKIBBEREEN",Cork,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.55,-9.26667
21/02/2018,"74 UPPER IRISHTOWN, CLONMEL, IRISHTOWN",Tipperary,,"???78,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
8/11/2018,"2 Taylor Hill Close, Naul Road, Balbriggan",Dublin,,"???224,669.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.33306,-6.24889
21/06/2018,"VILLA NOVA, NORTHCOTE AVENUE, DUN LAOGHAIRE",Dublin,,"???400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/11/2018,"4 HEATHERFIELD LAWN, CARRIGALINE, CORK",Cork,,"???575,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8228382,-8.3886402
27/04/2018,"58 LARCHFIELD, DUNBOYNE, CO MEATH",Meath,,"???513,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4148241,-6.4669591
12/1/2018,"64 BOROIMHE BEECH, SWORDS, DUBLIN",Dublin,,"???277,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.4443039,-6.2345179
30/08/2018,"MAIN ST, STRADBALLY, LAOIS",Laois,,"???161,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.01556,-7.15278
29/11/2018,"14 THORNECOURT, ARDEE, LOUTH",Louth,,"???177,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.85972,-6.54056
10/12/2018,"NORFIELD, POND ROAD, TRAMORE",Waterford,,"???275,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16235,-7.15244
5/11/2018,"6 WOODFORD PARK, BALLYCONNELL, CAVAN",Cavan,,"???98,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.118745,-7.5787429
28/09/2018,"38 THE DOWNS BROADDALE, DOUGLAS, CORK",Cork,,"???440,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.87444,-8.435
21/06/2018,"95 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin,,"???520,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/2/2018,"35 THE OAK, PARK VIEW, STEPASIDE DUBLIN 18",Dublin,,"???255,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/10/2018,"Apartment 29  Charlotte Block, Honepark, Dun Laoghaire",Dublin,,"???259,911.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.33306,-6.24889
10/9/2018,"94 THE GREEN, CLONARD VILLAGE, CLONARD LITTLE",Wexford,,"???137,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.32583,-6.49417
23/11/2018,"119 HAMPTON GREEN, BALBRIGGAN, DUBLIN",Dublin,,"???210,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6063286,-6.17454
23/05/2018,"38 FARNAMURRAY CLOSE, BALLYGRAIGUE RD, NENAGH",Tipperary,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
27/07/2018,"APT 24, THE WATERFRONT, DRUMSHANBO RD",Leitrim,,"???105,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.99083,-8.06361
24/05/2018,"CLANCOOLBEG, BANDON, CORK",Cork,,"???380,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.74694,-8.7425
13/12/2018,"13 KNIGHTSCOURT, OLD YOUGHAL RD, MAYFIELD",Cork,,"???222,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.91306,-8.42889
17/08/2018,"124 CORRIB RD, TERENURE, DUBLIN 6W",Dublin,,"???420,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.312816,-6.288693
2/2/2018,"30 MEADOW VILLE, BOURKESHILL, BIRR",Offaly,,"???193,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.09139,-7.91333
16/10/2018,"BALLINAHOWN, FURBO, GALWAY",Galway,,"???352,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
30/01/2018,"124 BANDON RD, CORK, CORK",Cork,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8393695,-8.5322961
24/07/2018,"3 BALLYCONNELL CLOSE, KILFLYNN, TRALEE",Kerry,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
13/02/2018,"APT 31, THE WINDMILLS, SIR JOHN ROGERSONS QUAY",Dublin,,"???375,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/11/2018,"169 LINKS COTTAGES, DOONBEG, COUNTY CLARE",Clare,,"???325,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.73194,-9.52278
22/01/2018,"7 DERRYNAGUN, BALLYCUMBER, OFFALY",Offaly,,"???98,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.32444,-7.68278
9/4/2018,"12 BROOKVIEW CRESCENT, TALLAGHT DUBLIN 24, DUBLIN",Dublin,,"???203,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2893022,-6.4058915
6/9/2018,"93 LEECOURT, BALLINCOLLIG, CORK",Cork,,"???252,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8914639,-8.5814063
5/12/2018,"149 MEADOWGATE, GOREY, WEXFORD",Wexford,,"???235,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6675715,-6.2958874
21/03/2018,"KNOCKNAGILLAGH, NEW INN, BALLYJAMESDUFF",Cavan,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.86528,-7.20278
7/8/2018,"30 LEITRIM ST, CORK, CORK",Cork,,"???185,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9024886,-8.4714537
11/1/2018,"126 SHELMARTIN AVE, MARINO, DUBLIN 3",Dublin,,"???420,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3650132,-6.2380254
2/7/2018,"146 MCDERMOTT RD, CORK RD, WATERFORD",Waterford,,"???100,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
15/06/2018,"9 THE BURROWS, CLONEYBORO, CARLOW RD ATHY",Kildare,,"???165,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.99139,-6.98028
22/08/2018,"14 MUCKROSS HOLIDAY HOMES, MUCKROSS, KILLARNEY",Kerry,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.05,-9.51667
7/7/2018,"DROUMKARE, WATERVILLE, COUNTY KERRY",Kerry,,"???95,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.83333,-10.16667
16/08/2018,"EASTWOOD, BELLEVUE DEMESNE, DELGANY",Wicklow,,"???950,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.13083,-6.09139
4/12/2018,"11 ROSEBERRY HILL, RICKARDSTOWN, NEWBRIDGE",Kildare,,"???270,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.18194,-6.79667
2/11/2018,"7 Inglenook Wood, Carrickmines, Dublin 18",Dublin,,"???612,334.80",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.2461752,-6.1839939
4/10/2018,"22 OAKDALE CLOSE, BALLYCULLEN, DUBLIN",Dublin,,"???386,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2720295,-6.3381635
6/11/2018,"11 ST JOHNS VILLAS, ENNISCORTHY, CO WEXFORD",Wexford,,"???127,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.4959676,-6.5703588
10/5/2018,"59 DEERPARK AVE, TALLAGHT DUBLIN 24, DUBLIN",Dublin,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2713091,-6.3761835
16/11/2018,"6 CLONUSKE DR, HAMLET LANE, BALBRIGGAN",Dublin,,"???170,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/02/2018,"3 Shackleton Close, Shackleton Park, Lucan",Dublin,,"???281,938.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.3476816,-6.4681643
13/07/2018,"INVERMORE HOUSE, KILCOLGAN, GALWAY",Galway,,"???485,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.20639,-8.86583
26/04/2018,"19 TEMPLE HILL, TERENURE ROAD WEST, TERENURE",Dublin,,"???400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/04/2018,"10 REDWOOD PARK, KILNAMANAGH, DUBLIN 24",Dublin,,"???355,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/8/2018,"52 UAM VAR DR, BISHOPSTOWN, CORK",Cork,,"???288,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8782273,-8.5352717
2/10/2018,"2 CONGREVE HOUSE, WILLIAM ST, WATERFORD",Waterford,,"???69,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
6/9/2018,"14 maydenhayes lodge, maydenhayes, mornington",Meath,,"???277,533.04",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,53.7126702,-6.2854775
2/2/2018,"THE GATE LODGE, BALLYARD, TRALEE",Kerry,,"???240,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
18/09/2018,"KEYLOD MOYVANE, LISTOWEL KERRY",Kerry,,"???275,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.44639,-9.485
1/6/2018,"14 Bramley Hall, Diswellstown, Castleknock",Dublin,,"???350,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.33306,-6.24889
20/09/2018,"20 WILLOW DRIVE, DUBSHAUGHLIN",Meath,,"???288,986.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.66667,-6.66667
10/10/2018,"DRUMBARAGH, KELLS, CO MEATH",Meath,,"???375,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7229105,-6.9430138
21/05/2018,"34 Oak Avenue, Evanwood, Golf Links Road",Limerick,,"???243,127.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,52.66472,-8.62306
31/10/2018,"APT 154, PEMBROKE SQ, GRAND CANAL ST UPPER DUBLIN 4",Dublin,,"???450,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/04/2018,"10 BRIOT GROVE, TEMPLERS HALL, KILBARRY",Waterford,,"???173,036.00",No,No,Second-Hand Dwelling house /Apartment,,52.23472,-7.13028
1/10/2018,"31 EARLSFORT COURT, LOWER HATCH ST, DUBLIN 2",Dublin,,"???490,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/06/2018,"CORBOY, ESTATE, EDGEWORTHSTOWN",Longford,,"???55,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7,-7.61667
23/08/2018,"39 KENNEDY PARK, TRAMORE, WATERFORD",Waterford,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.1680172,-7.1508313
30/08/2018,"1 CLARENDON COURT, CLARENDON ROW, DUBLIN 2",Dublin,,"???570,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/6/2018,"BALLYQUIRKE, MOYCULLEN, COUNTY GALWAY",Galway,,"???290,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3306051,-9.154492
9/4/2018,"81 MANOR VILLAGE, WESTPORT RD, CASTLEBAR",Mayo,,"???143,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.85,-9.3
12/1/2018,"46 HYBRAZIL, SOUTH CIRCULAR, KILMAINHAM DUBLIN 9",Dublin,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/07/2018,"209 MERRION RD, DUBLIN 4, DUBLIN",Dublin,,"???680,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.328879,-6.230345
25/04/2018,"5 CEDARMOUNT, ST BRIGIDS CHURCH RD, STILLORGAN",Dublin,,"???320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/01/2018,"63 Carraig Desmond, Churchtown, Newcastlewest",Limerick,,"???132,159.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,52.66472,-8.62306
23/03/2018,"15 Castleguard Manor, Ardee",Louth,,"???195,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.85972,-6.54056
26/02/2018,"17A PAKENHAM APTS, MONKSTOWN, BLACKROCK",Dublin,,"???280,025.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/08/2018,"49 BARON PARK, CLONMEL, TIPPERARY",Tipperary,,"???122,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
3/8/2018,"SHINANAGH, NEWTOWNSHANDRUM, CHARLEVILLE",Cork,,"???120,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.35,-8.68333
17/10/2018,"6 ST COLUMBA'S TERRACE, HIGH ROAD, LETTERKENNY",Donegal,,"???126,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
10/7/2018,"NAOMH MHUIRE, DUBLIN ROAD, NAVAN",Meath,,"???365,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
29/08/2018,"15 PARK HOUSE, BALDOYLE, DUBLIN 13",Dublin,,"???449,400.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,53.33306,-6.24889
12/10/2018,"5A IRISH ST, BUNCLODY, WEXFORD",Wexford,,"???99,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6508641,-6.651453
24/08/2018,"10 LORCAN GROVE, SANTRY, DUBLIN 9",Dublin,,"???420,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3912709,-6.2398034
17/07/2018,"Apartments 9  10  11  12  13  14, 15 and 16  Kelly's Bay Harbour, Skerries",Dublin,,"???1,742,724.31",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/12/2018,"LEACARROW, BALLINAFAD, COUNTY SLIGO",Sligo,,"???130,500.00",No,Yes,New Dwelling house /Apartment,,54.0275,-8.33722
4/6/2018,"10 ASHBOURNE COURT, CARRIGALINE, CORK",Cork,,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8093381,-8.3913386
14/12/2018,"22 Hawthorn Manor, Brockagh, Coill Dubh",Kildare,,"???270,000.00",No,Yes,New Dwelling house /Apartment,,53.29308,-6.81843
3/7/2018,"3 ISLAND POINT, BALLINAKILL DOWNS, WATERFORD",Waterford,,"???380,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2400492,-7.0605486
4/4/2018,"127 ALDER HOUSE, SILVER BANKS, THE COAST",Dublin,,"???348,017.62",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.33306,-6.24889
9/3/2018,"60 Milford Park, Milford, Co Carlow",Carlow,,"???229,074.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,52.84083,-6.92611
14/03/2018,"Rosscahill West, Rosscahill",Galway,,"???95,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,53.27194,-9.04889
24/08/2018,"5 CORK HILL, KINNEGAD, CO WESTMEATH",Westmeath,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4598583,-7.1140445
17/07/2018,"APT 9 MCCORMACK CENTRE, DUBLIN ROAD, ATHLONE",Westmeath,,"???61,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
22/06/2018,"7 PARK RD, GLENAGEARY HEIGHTS, GLENAGEARY",Dublin,,"???460,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2734119,-6.1358766
22/03/2018,"98 Landen Park, Oldtown Demesne, Naas",Kildare,,"???325,991.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.21583,-6.66694
29/06/2018,"58 CROMWELLS FORT GROVE, MULGANNON, WEXFORD",Wexford,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.33417,-6.4575
16/10/2018,"Apartment 6, Greenbank House, Cualanor",Dublin,,"???264,317.18",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.33306,-6.24889
27/07/2018,"BALLYMACSLINEY, MIDDLETON, CO.CORK",Cork,,"???140,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
27/02/2018,"21 Birch House, Silverbanks, The Coast",Dublin,,"???207,048.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.33306,-6.24889
26/03/2018,"COTTAGE, TULLINADALY ROAD, TUAM",Galway,,"???48,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
2/11/2018,"67 PARK WOOD, GRANGE RATH, COLPE ROAD",Meath,,"???192,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
27/02/2018,"70 AYLESBURY, FRESHFORD RD, KILKENNY",Kilkenny,,"???157,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
12/1/2018,"SHIELBAGGAN HOUSE, SHIELBAGGAN, RAMSGRANGE",Wexford,,"???115,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.24028,-6.91194
17/05/2018,"GLENLEIGH HOUSE, CLOGHEEN, CAHIR",Tipperary,,"???600,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2719302,-7.9978055
22/03/2018,"77 Landen Park, Oldtown Demesne, Naas",Kildare,,"???325,991.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.21583,-6.66694
16/03/2018,"ARDROSSA, BALLYGORAN, MAYNOOTH",Kildare,,"???416,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.385,-6.59361
18/05/2018,"37 THE GREEN, WOODBROOK GLEN, BRAY",Dublin,,"???430,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
5/7/2018,"Apartment 92  Leona Block, Honeypark, Dun Laoghaire",Dublin,,"???484,581.50",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.33306,-6.24889
27/08/2018,"65 ASHFIELD LETTERKENNY, LETTERKENNY, DONEGAL",Donegal,,"???125,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
21/05/2018,"52 PINEBROOK, TRIM, MEATH",Meath,,"???236,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5618437,-6.7973606
20/07/2018,"133 MOUNT NEBO, GURRANBRAHER, CORK",Cork,,"???136,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
21/02/2018,"290 Swords Road, Santry",Dublin,,"???515,418.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.3908023,-6.2460658
10/10/2018,"COTEENTY, ANNAGHDOWN, GALWAY",Galway,,"???336,976.00",No,No,Second-Hand Dwelling house /Apartment,,53.3905943,-9.054523
30/11/2018,"OLD GRANGE, GRAIGUENAMANAGH, KILKENNY",Kilkenny,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.54028,-6.95472
23/07/2018,"13 CORROVORRIN GREEN, ENNIS, CO CLARE",Clare,,"???50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.8554936,-8.9736956
26/04/2018,"67 PRIORY LODGE, ST RAPHAELS MANOR, CELBRIDGE",Kildare,,"???225,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33861,-6.54361
